smiles_solvent,smiles_solute,inchi_solvent,inchi_solute,dGsolv_avg,dGsolv_std [kcal/mol],dGsolv_all [kcal/mol],Source_all,mw_solvent,mw_solute,heavy_atoms_solvent,heavy_atoms_solute
CCCCCO,COC,"InChI=1/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",InChI=1/C2H6O/c1-3-2/h1-2H3,-1.98,0,"[-1.98, -1.98]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",88.15,46.069,6,3
CCC(C)CO,COC,"InChI=1/C5H12O/c1-3-5(2)4-6/h5-6H,3-4H2,1-2H3",InChI=1/C2H6O/c1-3-2/h1-2H3,-2.05,0,[-2.05],['Abraham Paper (A12)'],88.15,46.069,6,3
CCC(O)(C)C,COC,"InChI=1/C5H12O/c1-4-5(2,3)6/h6H,4H2,1-3H3",InChI=1/C2H6O/c1-3-2/h1-2H3,-2.22,0,[-2.22],['Abraham Paper (A12)'],88.15,46.069,6,3
CCC(O)CC,COC,"InChI=1/C5H12O/c1-3-5(6)4-2/h5-6H,3-4H2,1-2H3",InChI=1/C2H6O/c1-3-2/h1-2H3,-2.18,0,[-2.18],['Abraham Paper (A12)'],88.15,46.069,6,3
CCCC(O)C,COC,"InChI=1/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3",InChI=1/C2H6O/c1-3-2/h1-2H3,-2.05,0,[-2.05],['Abraham Paper (A12)'],88.15,46.069,6,3
CC(=O)OC,COC,InChI=1/C3H6O2/c1-3(4)5-2/h1-2H3,InChI=1/C2H6O/c1-3-2/h1-2H3,-2.33,0.005,"[-2.34, -2.33]","['Abraham Paper (A12)', 'Abraham Paper (A3)']",74.079,46.069,5,3
CCCO,COC(=O)C1=CC=C(C=C1)N,"InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1/C8H9NO2/c1-11-8(10)6-2-4-7(9)5-3-6/h2-5H,9H2,1H3",-11.1,0,"[-11.1, -11.1]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",60.096,151.165,4,11
CCCCO,COC(=O)C1=CC=C(C=C1)O,"InChI=1/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1/C8H8O3/c1-11-8(10)6-2-4-7(9)5-3-6/h2-5,9H,1H3",-12.09,0,"[-12.09, -12.09]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",74.123,152.149,5,11
CCCCCO,COC(=O)C1=CC=C(C=C1)O,"InChI=1/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1/C8H8O3/c1-11-8(10)6-2-4-7(9)5-3-6/h2-5,9H,1H3",-12.02,0,"[-12.02, -12.02]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",88.15,152.149,6,11
CCCCCCCCCCO,COC(=O)C1=CC=C(C=C1)O,"InChI=1/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3","InChI=1/C8H8O3/c1-11-8(10)6-2-4-7(9)5-3-6/h2-5,9H,1H3",-11.38,0,"[-11.38, -11.38]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",158.285,152.149,11,11
CCOCC,COC(=O)C1=CC=C(C=C1)O,"InChI=1/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3","InChI=1/C8H8O3/c1-11-8(10)6-2-4-7(9)5-3-6/h2-5,9H,1H3",-11.7,0,[-11.7],['Abraham Paper (A12)'],74.123,152.149,5,11
CC(C)(C)OC,COC(=O)C1=CC=C(C=C1)O,"InChI=1/C5H12O/c1-5(2,3)6-4/h1-4H3","InChI=1/C8H8O3/c1-11-8(10)6-2-4-7(9)5-3-6/h2-5,9H,1H3",-11.76,0,[-11.76],['Abraham Paper (A12)'],88.15,152.149,6,11
CC(=O)OCC,COC(=O)C1=CC=C(C=C1)O,"InChI=1/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3","InChI=1/C8H8O3/c1-11-8(10)6-2-4-7(9)5-3-6/h2-5,9H,1H3",-11.94,0,"[-11.94, -11.94]","['Abraham Paper (A12)', 'Abraham Paper (A3)']",88.106,152.149,6,11
CC(=O)OCCCC,COC(=O)C1=CC=C(C=C1)O,"InChI=1/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3","InChI=1/C8H8O3/c1-11-8(10)6-2-4-7(9)5-3-6/h2-5,9H,1H3",-11.84,0,"[-11.84, -11.84]","['Abraham Paper (A12)', 'Abraham Paper (A3)']",116.16,152.149,8,11
CC(=O)C,COC(=O)C1=CC=C(C=C1)O,InChI=1/C3H6O/c1-3(2)4/h1-2H3,"InChI=1/C8H8O3/c1-11-8(10)6-2-4-7(9)5-3-6/h2-5,9H,1H3",-12.32,0,"[-12.32, -12.32, -12.32, -12.32]","['Abraham Paper (A12)', 'Abraham Paper (A4)', 'Abraham Paper (A4)', 'Abraham Paper (A4)']",58.08,152.149,4,11
CCCO,COC(=O)c1ccc(O)cc1,"InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1/C8H8O3/c1-11-8(10)6-2-4-7(9)5-3-6/h2-5,9H,1H3",-12.18,0,"[-12.18, -12.18]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",60.096,152.149,4,11
CCCO,COC(=O)OC,"InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",InChI=1/C3H6O3/c1-5-3(4)6-2/h1-2H3,-3.72,0,"[-3.72, -3.72]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",60.096,90.078,4,6
CC(C)(C)OC,COC(=O)OC,"InChI=1/C5H12O/c1-5(2,3)6-4/h1-4H3",InChI=1/C3H6O3/c1-5-3(4)6-2/h1-2H3,-4.24,0,[-4.24],['Abraham Paper (A12)'],88.15,90.078,6,6
CCOCCO,COC=O,"InChI=1/C4H10O2/c1-2-6-4-3-5/h5H,2-4H2,1H3","InChI=1/C2H4O2/c1-4-2-3/h2H,1H3",-3.08,0,[-3.08],['Abraham Paper (A12)'],90.122,60.052,6,4
CCO,COC1=CC(=CC(=C1OC)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O,"InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1/C22H22O8/c1-25-16-4-10(5-17(26-2)21(16)27-3)18-11-6-14-15(30-9-29-14)7-12(11)20(23)13-8-28-22(24)19(13)18/h4-7,13,18-20,23H,8-9H2,1-3H3",-25.31,0,"[-25.31, -25.31]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",46.069,414.41,3,30
CO,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,"InChI=1/CH4O/c1-2/h2H,1H3","InChI=1/C14H18N4O3/c1-19-10-5-8(6-11(20-2)12(10)21-3)4-9-7-17-14(16)18-13(9)15/h5-7H,4H2,1-3H3,(H4,15,16,17,18)/f/h15-16H2",-20.57,0,"[-20.57, -20.57]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",32.042,290.323,2,21
CCO,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,"InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1/C14H18N4O3/c1-19-10-5-8(6-11(20-2)12(10)21-3)4-9-7-17-14(16)18-13(9)15/h5-7H,4H2,1-3H3,(H4,15,16,17,18)/f/h15-16H2",-19.83,0,"[-19.83, -19.83]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",46.069,290.323,3,21
CCCO,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,"InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1/C14H18N4O3/c1-19-10-5-8(6-11(20-2)12(10)21-3)4-9-7-17-14(16)18-13(9)15/h5-7H,4H2,1-3H3,(H4,15,16,17,18)/f/h15-16H2",-19.8,0,"[-19.8, -19.8]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",60.096,290.323,4,21
CCCCO,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,"InChI=1/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1/C14H18N4O3/c1-19-10-5-8(6-11(20-2)12(10)21-3)4-9-7-17-14(16)18-13(9)15/h5-7H,4H2,1-3H3,(H4,15,16,17,18)/f/h15-16H2",-19.49,0,"[-19.49, -19.49]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",74.123,290.323,5,21
CCO,COC1=CC=C(C=C1)C(=O)O,"InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1/C8H8O3/c1-11-7-4-2-6(3-5-7)8(9)10/h2-5H,1H3,(H,9,10)/f/h9H",-12,0,"[-12.0, -12.0]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",46.069,152.149,3,11
CCCO,COC1=CC=C(C=C1)C(=O)O,"InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1/C8H8O3/c1-11-7-4-2-6(3-5-7)8(9)10/h2-5H,1H3,(H,9,10)/f/h9H",-11.77,0,"[-11.77, -11.77]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",60.096,152.149,4,11
CCCCO,COC1=CC=C(C=C1)C(=O)O,"InChI=1/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1/C8H8O3/c1-11-7-4-2-6(3-5-7)8(9)10/h2-5H,1H3,(H,9,10)/f/h9H",-11.69,0,"[-11.69, -11.69]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",74.123,152.149,5,11
CCCCCO,COC1=CC=C(C=C1)C(=O)O,"InChI=1/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1/C8H8O3/c1-11-7-4-2-6(3-5-7)8(9)10/h2-5H,1H3,(H,9,10)/f/h9H",-11.62,0,"[-11.62, -11.62]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",88.15,152.149,6,11
CCCCCCO,COC1=CC=C(C=C1)C(=O)O,"InChI=1/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3","InChI=1/C8H8O3/c1-11-7-4-2-6(3-5-7)8(9)10/h2-5H,1H3,(H,9,10)/f/h9H",-11.57,0,"[-11.57, -11.57]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",102.177,152.149,7,11
CCCCCCCO,COC1=CC=C(C=C1)C(=O)O,"InChI=1/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3","InChI=1/C8H8O3/c1-11-7-4-2-6(3-5-7)8(9)10/h2-5H,1H3,(H,9,10)/f/h9H",-11.51,0,"[-11.51, -11.51]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",116.204,152.149,8,11
CCCCCCCCCCO,COC1=CC=C(C=C1)C(=O)O,"InChI=1/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3","InChI=1/C8H8O3/c1-11-7-4-2-6(3-5-7)8(9)10/h2-5H,1H3,(H,9,10)/f/h9H",-11.36,0,"[-11.36, -11.36]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",158.285,152.149,11,11
CCCC(O)C,COC1=CC=C(C=C1)C(=O)O,"InChI=1/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3","InChI=1/C8H8O3/c1-11-7-4-2-6(3-5-7)8(9)10/h2-5H,1H3,(H,9,10)/f/h9H",-11.63,0,[-11.63],['Abraham Paper (A12)'],88.15,152.149,6,11
CCOCC,COC1=CC=C(C=C1)C(=O)O,"InChI=1/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3","InChI=1/C8H8O3/c1-11-7-4-2-6(3-5-7)8(9)10/h2-5H,1H3,(H,9,10)/f/h9H",-11.54,0,[-11.54],['Abraham Paper (A12)'],74.123,152.149,5,11
CC(C)OC(C)C,COC1=CC=C(C=C1)C(=O)O,"InChI=1/C6H14O/c1-5(2)7-6(3)4/h5-6H,1-4H3","InChI=1/C8H8O3/c1-11-7-4-2-6(3-5-7)8(9)10/h2-5H,1H3,(H,9,10)/f/h9H",-10.8,0,[-10.8],['Abraham Paper (A12)'],102.177,152.149,7,11
CC(=O)OCC,COC1=CC=C(C=C1)C(=O)O,"InChI=1/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3","InChI=1/C8H8O3/c1-11-7-4-2-6(3-5-7)8(9)10/h2-5H,1H3,(H,9,10)/f/h9H",-11.76,0,"[-11.76, -11.76]","['Abraham Paper (A12)', 'Abraham Paper (A3)']",88.106,152.149,6,11
CC(=O)OCCCC,COC1=CC=C(C=C1)C(=O)O,"InChI=1/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3","InChI=1/C8H8O3/c1-11-7-4-2-6(3-5-7)8(9)10/h2-5H,1H3,(H,9,10)/f/h9H",-11.47,0,"[-11.47, -11.47]","['Abraham Paper (A12)', 'Abraham Paper (A3)']",116.16,152.149,8,11
CCCCOCCO,COC1=CC=C(C=C1)C(=O)O,"InChI=1/C6H14O2/c1-2-3-5-8-6-4-7/h7H,2-6H2,1H3","InChI=1/C8H8O3/c1-11-7-4-2-6(3-5-7)8(9)10/h2-5H,1H3,(H,9,10)/f/h9H",-12.23,0,[-12.23],['Abraham Paper (A12)'],118.176,152.149,8,11
CCCOCCO,COC1=CC=C(C=C1)C(=O)O,"InChI=1/C5H12O2/c1-2-4-7-5-3-6/h6H,2-5H2,1H3","InChI=1/C8H8O3/c1-11-7-4-2-6(3-5-7)8(9)10/h2-5H,1H3,(H,9,10)/f/h9H",-12.22,0,[-12.22],['Abraham Paper (A12)'],104.149,152.149,7,11
CCOCCO,COC1=CC=C(C=C1)C(=O)O,"InChI=1/C4H10O2/c1-2-6-4-3-5/h5H,2-4H2,1H3","InChI=1/C8H8O3/c1-11-7-4-2-6(3-5-7)8(9)10/h2-5H,1H3,(H,9,10)/f/h9H",-12.44,0,[-12.44],['Abraham Paper (A12)'],90.122,152.149,6,11
CC(C)OCCO,COC1=CC=C(C=C1)C(=O)O,"InChI=1/C5H12O2/c1-5(2)7-4-3-6/h5-6H,3-4H2,1-2H3","InChI=1/C8H8O3/c1-11-7-4-2-6(3-5-7)8(9)10/h2-5H,1H3,(H,9,10)/f/h9H",-12.27,0,[-12.27],['Abraham Paper (A12)'],104.149,152.149,7,11
CC(OC)CCO,COC1=CC=C(C=C1)C(=O)O,"InChI=1/C5H12O2/c1-5(7-2)3-4-6/h5-6H,3-4H2,1-2H3","InChI=1/C8H8O3/c1-11-7-4-2-6(3-5-7)8(9)10/h2-5H,1H3,(H,9,10)/f/h9H",-12.29,0,[-12.29],['Abraham Paper (A12)'],104.149,152.149,7,11
CC(C)(C)OCC(C)O,COC1=CC=C(C=C1)C(=O)O,"InChI=1/C7H16O2/c1-6(8)5-9-7(2,3)4/h6,8H,5H2,1-4H3","InChI=1/C8H8O3/c1-11-7-4-2-6(3-5-7)8(9)10/h2-5H,1H3,(H,9,10)/f/h9H",-11.94,0,[-11.94],['Abraham Paper (A12)'],132.203,152.149,9,11
CO,COC1=CC=CC=C1C(=O)O,"InChI=1/CH4O/c1-2/h2H,1H3","InChI=1/C8H8O3/c1-11-7-5-3-2-4-6(7)8(9)10/h2-5H,1H3,(H,9,10)/f/h9H",-11.76,0,"[-11.76, -11.76]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",32.042,152.149,2,11
CCO,COC1=CC=CC=C1C(=O)O,"InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3","InChI=1/C8H8O3/c1-11-7-5-3-2-4-6(7)8(9)10/h2-5H,1H3,(H,9,10)/f/h9H",-11.5,0,"[-11.5, -11.5]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",46.069,152.149,3,11
CCCO,COC1=CC=CC=C1C(=O)O,"InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1/C8H8O3/c1-11-7-5-3-2-4-6(7)8(9)10/h2-5H,1H3,(H,9,10)/f/h9H",-11.23,0,"[-11.23, -11.23]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",60.096,152.149,4,11
CCCCO,COC1=CC=CC=C1C(=O)O,"InChI=1/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1/C8H8O3/c1-11-7-5-3-2-4-6(7)8(9)10/h2-5H,1H3,(H,9,10)/f/h9H",-11.06,0,"[-11.06, -11.06]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",74.123,152.149,5,11
CCCCCO,COC1=CC=CC=C1C(=O)O,"InChI=1/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1/C8H8O3/c1-11-7-5-3-2-4-6(7)8(9)10/h2-5H,1H3,(H,9,10)/f/h9H",-10.95,0,"[-10.95, -10.95]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",88.15,152.149,6,11
CCCCCCO,COC1=CC=CC=C1C(=O)O,"InChI=1/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3","InChI=1/C8H8O3/c1-11-7-5-3-2-4-6(7)8(9)10/h2-5H,1H3,(H,9,10)/f/h9H",-10.81,0,"[-10.81, -10.81]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",102.177,152.149,7,11
CCCCCCCO,COC1=CC=CC=C1C(=O)O,"InChI=1/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3","InChI=1/C8H8O3/c1-11-7-5-3-2-4-6(7)8(9)10/h2-5H,1H3,(H,9,10)/f/h9H",-10.75,0,"[-10.75, -10.75]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",116.204,152.149,8,11
CCCCCCCCCCO,COC1=CC=CC=C1C(=O)O,"InChI=1/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3","InChI=1/C8H8O3/c1-11-7-5-3-2-4-6(7)8(9)10/h2-5H,1H3,(H,9,10)/f/h9H",-10.5,0,"[-10.5, -10.5]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",158.285,152.149,11,11
CCCC(O)C,COC1=CC=CC=C1C(=O)O,"InChI=1/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3","InChI=1/C8H8O3/c1-11-7-5-3-2-4-6(7)8(9)10/h2-5H,1H3,(H,9,10)/f/h9H",-10.83,0,[-10.83],['Abraham Paper (A12)'],88.15,152.149,6,11
CCOCC,COC1=CC=CC=C1C(=O)O,"InChI=1/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3","InChI=1/C8H8O3/c1-11-7-5-3-2-4-6(7)8(9)10/h2-5H,1H3,(H,9,10)/f/h9H",-10.53,0,[-10.53],['Abraham Paper (A12)'],74.123,152.149,5,11
CC(=O)OCC,COC1=CC=CC=C1C(=O)O,"InChI=1/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3","InChI=1/C8H8O3/c1-11-7-5-3-2-4-6(7)8(9)10/h2-5H,1H3,(H,9,10)/f/h9H",-11.15,0,"[-11.15, -11.15]","['Abraham Paper (A12)', 'Abraham Paper (A3)']",88.106,152.149,6,11
CC(=O)OC,COC1=CC=CC=C1C(=O)O,InChI=1/C3H6O2/c1-3(4)5-2/h1-2H3,"InChI=1/C8H8O3/c1-11-7-5-3-2-4-6(7)8(9)10/h2-5H,1H3,(H,9,10)/f/h9H",-11.32,0,"[-11.32, -11.32]","['Abraham Paper (A12)', 'Abraham Paper (A3)']",74.079,152.149,5,11
CC(=O)OCCCC,COC1=CC=CC=C1C(=O)O,"InChI=1/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3","InChI=1/C8H8O3/c1-11-7-5-3-2-4-6(7)8(9)10/h2-5H,1H3,(H,9,10)/f/h9H",-10.75,0,"[-10.75, -10.75]","['Abraham Paper (A12)', 'Abraham Paper (A3)']",116.16,152.149,8,11
CC(=O)OCCCCC,COC1=CC=CC=C1C(=O)O,"InChI=1/C7H14O2/c1-3-4-5-6-9-7(2)8/h3-6H2,1-2H3","InChI=1/C8H8O3/c1-11-7-5-3-2-4-6(7)8(9)10/h2-5H,1H3,(H,9,10)/f/h9H",-10.59,0,[-10.59],['Abraham Paper (A12)'],130.187,152.149,9,11
CCCCOCCO,COC1=CC=CC=C1C(=O)O,"InChI=1/C6H14O2/c1-2-3-5-8-6-4-7/h7H,2-6H2,1H3","InChI=1/C8H8O3/c1-11-7-5-3-2-4-6(7)8(9)10/h2-5H,1H3,(H,9,10)/f/h9H",-11.39,0,[-11.39],['Abraham Paper (A12)'],118.176,152.149,8,11
CCCOCCO,COC1=CC=CC=C1C(=O)O,"InChI=1/C5H12O2/c1-2-4-7-5-3-6/h6H,2-5H2,1H3","InChI=1/C8H8O3/c1-11-7-5-3-2-4-6(7)8(9)10/h2-5H,1H3,(H,9,10)/f/h9H",-11.33,0,[-11.33],['Abraham Paper (A12)'],104.149,152.149,7,11
CCOCCO,COC1=CC=CC=C1C(=O)O,"InChI=1/C4H10O2/c1-2-6-4-3-5/h5H,2-4H2,1H3","InChI=1/C8H8O3/c1-11-7-5-3-2-4-6(7)8(9)10/h2-5H,1H3,(H,9,10)/f/h9H",-11.5,0,[-11.5],['Abraham Paper (A12)'],90.122,152.149,6,11
CC(C)OCCO,COC1=CC=CC=C1C(=O)O,"InChI=1/C5H12O2/c1-5(2)7-4-3-6/h5-6H,3-4H2,1-2H3","InChI=1/C8H8O3/c1-11-7-5-3-2-4-6(7)8(9)10/h2-5H,1H3,(H,9,10)/f/h9H",-11.2,0,[-11.2],['Abraham Paper (A12)'],104.149,152.149,7,11
CC(OC)CCO,COC1=CC=CC=C1C(=O)O,"InChI=1/C5H12O2/c1-5(7-2)3-4-6/h5-6H,3-4H2,1-2H3","InChI=1/C8H8O3/c1-11-7-5-3-2-4-6(7)8(9)10/h2-5H,1H3,(H,9,10)/f/h9H",-11.36,0,[-11.36],['Abraham Paper (A12)'],104.149,152.149,7,11
CC(C)(C)OCC(C)O,COC1=CC=CC=C1C(=O)O,"InChI=1/C7H16O2/c1-6(8)5-9-7(2,3)4/h6,8H,5H2,1-4H3","InChI=1/C8H8O3/c1-11-7-5-3-2-4-6(7)8(9)10/h2-5H,1H3,(H,9,10)/f/h9H",-10.99,0,[-10.99],['Abraham Paper (A12)'],132.203,152.149,9,11
CC(=O)OC,COCCO,InChI=1/C3H6O2/c1-3(4)5-2/h1-2H3,"InChI=1/C3H8O2/c1-5-3-2-4/h4H,2-3H2,1H3",-5.46,0.005,"[-5.46, -5.47]","['Abraham Paper (A12)', 'Abraham Paper (A3)']",74.079,76.095,5,5
CC(=O)OCC,CS(=O)C,"InChI=1/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",InChI=1/C2H6OS/c1-4(2)3/h1-2H3,-6.66,0,"[-6.66, -6.66]","['Abraham Paper (A12)', 'Abraham Paper (A3)']",88.106,78.136,6,4
CCCO,FS(F)(F)(F)(F)F,"InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3","InChI=1/F6S/c1-7(2,3,4,5)6",0.18,0,"[0.18, 0.18]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",60.096,146.055,4,7
CCCCO,FS(F)(F)(F)(F)F,"InChI=1/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3","InChI=1/F6S/c1-7(2,3,4,5)6",0.26,0,"[0.26, 0.26]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",74.123,146.055,5,7
CCCCCO,FS(F)(F)(F)(F)F,"InChI=1/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3","InChI=1/F6S/c1-7(2,3,4,5)6",0.29,0,"[0.29, 0.29]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",88.15,146.055,6,7
CCCCCCO,FS(F)(F)(F)(F)F,"InChI=1/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3","InChI=1/F6S/c1-7(2,3,4,5)6",0.34,0,"[0.34, 0.34]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",102.177,146.055,7,7
CCCCCCCO,FS(F)(F)(F)(F)F,"InChI=1/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3","InChI=1/F6S/c1-7(2,3,4,5)6",0.37,0,"[0.37, 0.37]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",116.204,146.055,8,7
CCCCCCCCCCO,FS(F)(F)(F)(F)F,"InChI=1/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3","InChI=1/F6S/c1-7(2,3,4,5)6",0.47,0,"[0.47, 0.47]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",158.285,146.055,11,7
CCCCCCCCCCCO,FS(F)(F)(F)(F)F,"InChI=1/C11H24O/c1-2-3-4-5-6-7-8-9-10-11-12/h12H,2-11H2,1H3","InChI=1/F6S/c1-7(2,3,4,5)6",0.49,0,[0.49],['Abraham Paper (A12)'],172.312,146.055,12,7
CCCCCCCCO,FS(F)(F)(F)(F)F,"InChI=1/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3","InChI=1/F6S/c1-7(2,3,4,5)6",0.41,0,[0.41],['Abraham Paper (A12)'],130.231,146.055,9,7
CCCCCCCCCO,FS(F)(F)(F)(F)F,"InChI=1/C9H20O/c1-2-3-4-5-6-7-8-9-10/h10H,2-9H2,1H3","InChI=1/F6S/c1-7(2,3,4,5)6",0.43,0,[0.43],['Abraham Paper (A12)'],144.258,146.055,10,7
CCO,II,"InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3",InChI=1/I2/c1-2,-6.27,0,"[-6.27, -6.27]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",46.069,253.808,3,2
CO,N,"InChI=1/CH4O/c1-2/h2H,1H3",InChI=1/H3N/h1H3,-3.08,0,"[-3.08, -3.08]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",32.042,17.031,2,1
CCO,N,"InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3",InChI=1/H3N/h1H3,-2.65,0.122,"[-2.74, -2.74, -2.4811]","['Abraham Paper (A12)', 'Abraham Paper (A2)', 'CompSol Binary (entry number=39463)']",46.069,17.031,3,1
CCCO,N,"InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",InChI=1/H3N/h1H3,-2.4,0,"[-2.4, -2.4]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",60.096,17.031,4,1
CCCCO,N,"InChI=1/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",InChI=1/H3N/h1H3,-2.4,0,"[-2.4, -2.4]","['Abraham Paper (A12)', 'Abraham Paper (A2)']",74.123,17.031,5,1
CC(=O)C,N,InChI=1/C3H6O/c1-3(2)4/h1-2H3,InChI=1/H3N/h1H3,-2.02,0,"[-2.02, -2.02]","['Abraham Paper (A12)', 'Abraham Paper (A4)']",58.08,17.031,4,1
CCC(=O)C,N,"InChI=1/C4H8O/c1-3-4(2)5/h3H2,1-2H3",InChI=1/H3N/h1H3,-1.94,0,"[-1.94, -1.94]","['Abraham Paper (A12)', 'Abraham Paper (A4)']",72.107,17.031,5,1
CO,N#N,"InChI=1/CH4O/c1-2/h2H,1H3",InChI=1/N2/c1-2,1.09,0.015,"[1.1, 1.1, 1.0677]","['Abraham Paper (A12)', 'Abraham Paper (A2)', 'CompSol Binary (entry number=47605)']",32.042,28.014,2,2
CCO,N#N,"InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3",InChI=1/N2/c1-2,1.14,0.011,"[1.15, 1.15, 1.1536, 1.1263]","['Abraham Paper (A12)', 'Abraham Paper (A2)', 'CompSol Binary (entry number=39974)', 'CompSol Binary (entry number=39977)']",46.069,28.014,3,2
